"NAME","CATEGORY","상가업소번호","상호명","상권업종대분류명","상권업종중분류명","시도명","시군구명","법정동명","지번주소","도로명","구우편번호","경도","위도","거리"
"부산아지매국밥","한식","MA010120220808690132","부산아지매국밥","음식","한식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 38-1","서울특별시 마포구 토정로35길",121875,126.9446455,37.5407495,432
"소촌백반뷔페","한식","MA010120220809226801","소촌백반뷔페","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 555","서울특별시 마포구 마포대로",121779,126.9454259,37.53997257,474
"커피비상구","비알코올 ","MA010120220808987246","커피비상구","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 7-5","서울특별시 마포구 도화2안길",121812,126.9489247,37.53980553,472
"미스터김밥","기타 간이","MA010120220809266926","미스터김밥","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 555","서울특별시 마포구 마포대로",121779,126.9454259,37.53997257,474
"희희","일식","MA010120220809271491","희희","음식","일식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 161-5","서울특별시 마포구 독막로",121874,126.9457498,37.54509338,205
"민하정","일식","MA010120220808980556","민하정","음식","일식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 502","서울특별시 마포구 토정로31길",121070,126.9414648,37.54162207,591
"죽도령","한식","MA010120220809086229","죽도령","음식","한식","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 328-17","서울특별시 마포구 독막로38길",121810,126.9413366,37.54588285,588
"오페라빈","비알코올 ","MA010120220809268098","오페라빈","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 555","서울특별시 마포구 마포대로",121779,126.9454259,37.53997257,474
"쌍팔반점마포","중식","MA010120220809335056","쌍팔반점마포","음식","중식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 88-1","서울특별시 마포구 숭문길",121872,126.9455075,37.54783939,472
"고바우","한식","MA010120220809321543","고바우","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 181-10","서울특별시 마포구 새창로",121812,126.9506817,37.54201069,349
"죠샌드위치","기타 간이","MA010120220809230061","죠샌드위치","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 290-3","서울특별시 마포구 마포대로4길",121813,126.9466113,37.5385595,599
"맘마미아오븐","기타 간이","MA010120220809207966","맘마미아오븐","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 344","서울특별시 마포구 도화2길",121813,126.9485888,37.54036119,405
"숙련도","한식","MA010120220809368870","숙련도","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 181-6","서울특별시 마포구 도화길",121812,126.9508627,37.5420123,362
"쥬씨","비알코올 ","MA010120220809331537","쥬씨","음식","비알코올 ","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-13","서울특별시 마포구 만리재로",121758,126.9527505,37.54457901,467
"브라더한정식도시락마포도화점","한식","MA010120220809666218","브라더한정식도시락마포도화점","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 571","서울특별시 마포구 도화길",121815,126.9502323,37.54178144,336
"씨갤러리","한식","MA010120220809495902","씨갤러리","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 560","서울특별시 마포구 독막로",121815,126.947862,37.54295873,109
"니찌니찌","일식","MA010120220809590419","니찌니찌","음식","일식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 26-7","서울특별시 마포구 토정로37길",121875,126.9447756,37.54115613,389
"동경마포지점","한식","MA010120220809668062","동경마포지점","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 168-9","서울특별시 마포구 독막로",121749,126.9474628,37.54399137,11
"불닭발엽기떡볶이","기타 간이","MA010120220809641107","불닭발엽기떡볶이","음식","기타 간이","서울특별시","마포구","염리동","서울특별시 마포구 염리동 155-1","서울특별시 마포구 백범로",121873,126.9449222,37.54680698,396
"팡떼지","기타 간이","MA010120220809611880","팡떼지","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 200-14","서울특별시 마포구 도화4길",121813,126.9515163,37.54059446,509
"어묵나라","기타 간이","MA010120220809740270","어묵나라","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 439","서울특별시 마포구 백범로",121805,126.951928,37.54351749,391
"차돌풍","한식","MA010120220809676679","차돌풍","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 37","서울특별시 마포구 마포대로",121732,126.9470781,37.53996028,440
"홍루이젠","기타 간이","MA010120220809604977","홍루이젠","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 563","서울특별시 마포구 마포대로",121815,126.9491392,37.54145635,307
"네이버한방스파내식당","한식","MA010120220809605295","네이버한방스파내식당","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 174-14","서울특별시 마포구 큰우물로",121874,126.9446126,37.54228098,313
"웰빙김치찜","한식","MA010120220809599254","웰빙김치찜","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-17","서울특별시 마포구 마포대로6길",121803,126.9538747,37.54511158,576
"이자카야신","일식","MA010120220809836828","이자카야신","음식","일식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 181-9","서울특별시 마포구 도화길",121812,126.9508178,37.54198487,361
"빨간모자피자","기타 간이","MA010120220809812870","빨간모자피자","음식","기타 간이","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 410-1","서울특별시 마포구 독막로",121811,126.9425316,37.54620893,509
"아마스빈","비알코올 ","MA010120220809785044","아마스빈","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 250-4","서울특별시 마포구 삼개로",121702,126.9472575,37.53927708,515
"에프앤비히어로딜리버리","한식","MA010120220809805441","에프앤비히어로딜리버리","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 538","서울특별시 마포구 큰우물로",121743,126.9462787,37.54128669,311
"써브웨이","기타 간이","MA010120220809833634","써브웨이","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 559","서울특별시 마포구 마포대로",121784,126.947185,37.54121368,300
"미아리우동집","기타 간이","MA010120220809853473","미아리우동집","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-13","서울특별시 마포구 만리재로",121758,126.9527505,37.54457901,467
"난바우동","일식","MA010120220809800422","난바우동","음식","일식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 27-109","서울특별시 마포구 마포대로11길",121871,126.9494312,37.54887453,578
"마포옥","한식","MA010120220809930188","마포옥","음식","한식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 50-13","서울특별시 마포구 토정로",121875,126.9433341,37.53986376,581
"승","한식","MA010120220809955814","승","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 173","서울특별시 마포구 마포대로",121745,126.9478042,37.54224639,186
"보겸","한식","MA010120220809878155","보겸","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 555","서울특별시 마포구 마포대로",121779,126.9454259,37.53997257,474
"칵테일VERA위스키BAR","기타 간이","MA010120220809931389","칵테일VERA위스키BAR","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 36","서울특별시 마포구 마포대로",121796,126.9475381,37.5402437,407
"빵쌀롱","기타 간이","MA010120220809973964","빵쌀롱","음식","기타 간이","서울특별시","마포구","염리동","서울특별시 마포구 염리동 148-27","서울특별시 마포구 백범로",121872,126.9457313,37.54640874,320
"마포리","일식","MA010120220809940656","마포리","음식","일식","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 403","서울특별시 마포구 독막로38길",121811,126.9417526,37.5460758,563
"마포역전떡볶이","기타 간이","MA010120220809941041","마포역전떡볶이","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 250-13","서울특별시 마포구 도화길",121813,126.9469464,37.53967077,473
